question_template;answer_template;category;tags
Какой протокол обмена (RS485/Modbus)? — ЭРИС ИП-329-330 v.4.1;См. раздел «Приложение В. Протокол обмена RS-485 (MODBUS RTU)» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.1. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.1». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.1. Формат: PDF 1.84MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/633/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-1.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.1 | ИП-329 | руководство по эксплуатации
Как устроено и как работает изделие? — ЭРИС ИП-329-330 v.4.2;См. раздел «1 ОПИСАНИЕ И РАБОТА ИЗВЕЩАТЕЛЯ» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Габаритные размеры и чертежи — ЭРИС ИП-329-330 v.4.2;См. раздел «1.3 Конструкция и габаритные размеры» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Какие гарантии изготовителя? — ЭРИС ИП-329-330 v.4.2;См. раздел «1.5 Ресурсы, сроки службы и гарантии изготовителя» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Какая комплектность (состав изделия)? — ЭРИС ИП-329-330 v.4.2;См. раздел «1.6 Комплектность» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Маркировка и пломбирование — ЭРИС ИП-329-330 v.4.2;См. раздел «1.8 Маркировка и пломбирование» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Упаковка изделия — ЭРИС ИП-329-330 v.4.2;См. раздел «1.9 Упаковка» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Какие меры безопасности необходимо соблюдать? — ЭРИС ИП-329-330 v.4.2;См. раздел «2 МЕРЫ БЕЗОПАСНОСТИ» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Как эксплуатировать изделие? — ЭРИС ИП-329-330 v.4.2;См. раздел «3 ИСПОЛЬЗОВАНИЕ ПО НАЗНАЧЕНИЮ» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Как выполнить монтаж и подключение? — ЭРИС ИП-329-330 v.4.2;См. раздел «3.4 Обеспечение взрывозащищенности при монтаже» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Как проводить техническое обслуживание и ремонт? — ЭРИС ИП-329-330 v.4.2;См. раздел «4  ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
Транспортирование и хранение — ЭРИС ИП-329-330 v.4.2;См. раздел «5  ТРАНСПОРТИРОВАНИЕ И ХРАНЕНИЕ» в руководстве по эксплуатации ЭРИС ИП-329-330 v.4.2. Документ: «Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2». Описание: Руководство по эксплуатации ЭРИС ИП-329-330 v.4.2. Формат: PDF 1.75MB. Ссылка для скачивания: https://eriskip.com/uploads/files/ru/14/635/rukovodstvo-po-ekspluatacii-eris-ip-329-330-v-4-2.pdf;Руководство по эксплуатации;ЭРИС ИП-329-330 v.4.2 | ИП-329 | руководство по эксплуатации
